Lake_Area_km2,Dam_Slope_deg,Lake_Temp_C,Elevation_m,Risk_Index
0.2049,9.84,2.61,4111.79,0.2668
0.5677,7.51,0.92,3828.91,0.2857
1.2273,5.57,1.95,4255.69,0.5265
0.5514,9.97,2.2,5737.71,0.4246
0.8337,31.73,0.32,5930.13,0.6373
0.5229,12.25,3.21,5648.31,0.4686
0.3637,15.63,4.86,3775.04,0.4336
1.2793,8.16,0.83,5868.57,0.5885
0.538,11.67,3.29,4558.4,0.4275
1.1634,20.58,3.66,3523.28,0.6684
0.3066,23.23,2.31,4605.98,0.4217
0.2849,12.36,3.86,3615.17,0.3386
0.0502,6.73,2.26,4859.69,0.2097
0.8507,16.73,2.78,4346.39,0.5401
0.4854,12.03,0.04,4683.59,0.3013
1.125,11.59,3.8,5032.93,0.645
0.6204,33.8,3.64,5672.0,0.6999
1.259,23.49,0.21,5154.75,0.6626
0.2493,21.71,2.03,4585.12,0.38
1.1305,17.47,5.38,5548.57,0.7752
1.0118,17.87,2.31,5763.96,0.6391
1.0045,21.23,2.76,3799.4,0.6034
1.0998,25.89,5.0,4829.83,0.7953
0.9917,26.06,3.94,4211.28,0.7002
0.8178,10.15,3.2,3617.65,0.4597
0.1793,20.0,4.39,5171.37,0.4531
0.052,17.36,4.75,5656.93,0.4238
1.1979,31.12,2.51,3907.26,0.7429
0.8055,23.94,2.61,5531.03,0.6292
1.0375,20.98,2.12,5633.49,0.6615
0.6312,8.46,5.32,5785.85,0.5516
0.1613,23.17,3.83,4163.21,0.414
0.1715,8.52,0.46,5759.88,0.2329
0.8944,15.12,4.75,4301.66,0.6096
0.5651,9.29,2.64,4880.85,0.4047
0.2687,25.76,0.38,3626.27,0.3223
0.6442,11.19,3.02,3609.7,0.4083
0.0928,16.76,2.29,5300.93,0.3275
0.7607,31.87,4.83,4611.2,0.7273
0.357,11.13,1.12,4140.73,0.2716
1.0389,20.23,4.55,3976.03,0.6776
0.4104,17.58,3.07,5174.88,0.4556
0.5972,5.54,0.3,3501.0,0.2422
0.025,28.78,5.35,5514.73,0.5295
0.1035,7.07,2.82,3698.12,0.2029
0.5163,19.23,1.6,3978.72,0.401
0.6291,21.82,2.58,4465.59,0.513
0.784,23.85,4.72,4712.15,0.6658
0.3862,25.66,1.68,4387.49,0.4354
0.9065,12.6,1.06,4301.78,0.4575
1.1196,5.3,0.71,5909.79,0.5121
1.016,26.7,1.64,5103.95,0.6653
0.0611,21.07,4.29,3558.58,0.3577
0.6299,30.08,2.59,4575.44,0.5888
0.1454,29.64,1.25,5687.52,0.4318
0.3222,30.3,0.91,4253.64,0.4221
1.2828,19.55,1.83,3736.39,0.6383
0.1938,15.01,5.17,5395.96,0.4521
0.6536,28.75,1.89,5015.03,0.5769
0.8074,18.54,5.43,4925.78,0.6618
0.9162,10.5,2.67,3633.94,0.4744
0.7319,30.65,0.99,3851.25,0.538
0.0226,31.48,4.9,5056.37,0.5172
0.4311,18.99,2.53,4019.56,0.4082
0.6778,7.27,3.9,4760.18,0.4631
0.1233,16.63,5.41,4862.2,0.4317
0.4623,29.11,0.28,4208.77,0.4303
0.0528,32.05,0.53,5871.06,0.4051
0.1114,11.1,3.96,5606.16,0.3577
0.522,7.01,1.55,5305.93,0.3493
0.1812,31.32,1.01,3694.98,0.3687
0.7421,16.68,0.22,3765.33,0.3899
0.8994,21.25,0.12,4731.95,0.5125
1.0428,34.04,4.26,3901.78,0.7836
0.2682,7.0,0.74,5945.66,0.2673
0.2261,24.45,2.57,3896.3,0.3884
0.1449,7.22,3.33,4718.67,0.2763
0.831,16.26,2.36,4410.3,0.5173
0.9214,29.11,0.15,5098.47,0.6024
0.0507,18.0,4.31,3822.59,0.3395
1.2177,34.92,0.06,4575.79,0.7192
0.077,21.77,4.19,4186.76,0.3901
0.7083,14.63,4.91,5719.38,0.6107
0.9247,11.6,2.38,3601.46,0.4746
1.1336,15.52,2.95,5784.32,0.6805
0.9312,16.18,2.62,5582.49,0.6038
1.0442,7.06,2.14,4243.93,0.4894
0.4479,16.09,4.88,5473.23,0.5321
1.0611,18.93,4.92,3578.03,0.6708
0.1133,26.68,1.85,5917.16,0.4275
1.1643,24.7,3.38,4816.49,0.7455
0.7164,26.26,5.1,4258.2,0.6613
1.0643,5.25,5.29,4406.46,0.6011
0.5935,11.53,2.8,3666.01,0.3899
0.8402,24.85,2.49,5973.37,0.661
0.6891,19.52,1.53,3598.23,0.4389
0.9538,5.16,5.27,5137.27,0.5948
0.1153,29.13,0.79,4606.84,0.3582
0.0879,28.18,3.19,5872.29,0.4795
0.3288,21.45,1.55,4115.0,0.366
0.2158,6.99,1.53,4830.22,0.2352
1.1346,28.0,2.23,4705.89,0.7184
0.2928,22.51,5.49,5257.17,0.553
1.2689,28.46,0.3,3670.03,0.6521
0.4446,27.55,3.18,3984.47,0.508
0.2449,29.09,0.45,4036.41,0.3625
1.0287,20.54,0.85,5345.38,0.5973
0.8597,9.21,2.42,3972.85,0.4504
0.6527,25.13,2.81,4933.73,0.5758
0.7264,23.61,1.42,4038.11,0.499
0.9378,27.27,1.74,5654.06,0.6717
0.3047,10.1,0.48,5855.46,0.292
1.2953,10.85,1.67,4796.23,0.6041
1.2675,31.71,5.32,4380.77,0.8905
0.8489,27.5,5.2,4085.14,0.7094
0.2674,32.25,1.84,3624.45,0.4306
0.8875,27.76,3.14,4171.25,0.6521
0.1031,22.91,5.0,5135.59,0.4753
0.0495,24.62,0.03,4834.04,0.2807
0.3424,31.67,4.46,5860.1,0.6334
0.6068,22.36,5.22,4490.69,0.6078
1.1301,23.97,0.5,5234.66,0.6407
0.948,9.69,0.89,4723.31,0.456
0.9681,19.22,5.28,4781.44,0.7059
0.5589,26.49,2.96,4169.44,0.5334
0.4563,13.13,0.08,4637.38,0.3013
0.4886,11.07,1.42,4676.96,0.3439
1.2841,14.41,2.47,5266.61,0.6791
0.0617,12.25,3.81,5851.6,0.3566
1.1285,11.45,4.03,4323.3,0.6249
0.7565,17.75,5.47,3605.5,0.588
0.5758,32.24,1.58,4740.74,0.5606
0.9456,20.21,2.96,4861.15,0.6263
0.6378,10.64,2.93,3921.1,0.4108
1.1367,7.31,2.23,5401.16,0.5695
1.1719,25.88,0.93,5962.32,0.7147
0.554,16.48,5.38,5864.44,0.6019
0.3671,29.65,4.69,3992.77,0.5574
0.7741,24.79,2.74,5688.41,0.6378
1.1869,28.89,3.32,5261.23,0.804
0.2818,13.16,1.25,4634.62,0.2903
0.8136,25.77,2.99,4851.53,0.634
0.8247,12.92,3.82,5624.0,0.5884
0.9557,33.17,2.83,4700.34,0.7293
0.1797,24.09,5.45,4433.02,0.4973
0.9334,14.74,3.36,4733.12,0.585
1.1827,13.09,2.04,4947.82,0.6082
0.2418,10.73,4.25,3972.69,0.3398
0.3164,25.84,0.94,5752.27,0.4431
1.2631,11.56,2.11,5185.47,0.6319
0.2435,22.86,1.91,5083.17,0.4036
1.1122,12.94,2.37,3748.74,0.5493
0.645,24.86,4.3,5010.43,0.6283
0.3289,29.45,2.66,3802.4,0.4625
1.1333,28.34,4.37,3696.74,0.7584
0.5844,27.83,3.17,4818.28,0.5864
0.6741,10.63,1.88,4506.96,0.4072
0.4734,7.65,4.45,4972.03,0.4319
0.7749,25.97,1.31,3723.06,0.5176
0.2209,16.05,1.23,4577.46,0.2934
0.5145,17.97,2.77,3936.97,0.4305
1.2605,5.93,1.43,5967.75,0.5894
0.343,12.79,0.05,4902.88,0.2731
0.8572,6.01,3.57,5218.59,0.5138
0.4295,31.38,2.81,4313.55,0.5358
1.0078,12.3,2.45,3736.85,0.5141
0.1788,21.72,5.32,5939.68,0.5322
1.2611,6.17,3.14,4215.65,0.5837
0.5954,25.01,4.75,4559.52,0.6127
0.3145,14.69,0.77,5124.66,0.3157
0.1048,31.94,3.13,3561.74,0.4223
0.229,31.64,4.77,5525.65,0.5961
0.6805,14.76,3.21,4841.45,0.5063
0.4447,32.03,3.95,4195.54,0.5828
1.0793,34.88,2.05,3654.02,0.7118
0.5658,29.76,0.51,3906.25,0.464
0.3308,30.35,2.52,5737.58,0.5431
0.8061,12.47,2.17,5215.06,0.5024
0.9217,22.3,4.77,4124.75,0.6732
0.2255,7.02,1.34,3664.0,0.1848
0.2262,7.85,5.32,5226.54,0.3994
0.0573,34.97,5.27,4931.02,0.5663
0.96,14.8,1.36,4511.3,0.5121
0.8663,27.45,1.91,4409.03,0.6077
0.6223,29.2,4.93,4042.04,0.6427
1.099,30.74,5.32,5174.03,0.8621
1.0493,34.93,2.44,5926.67,0.8081
0.7651,12.24,1.77,3939.29,0.4223
1.1301,6.21,2.89,4992.79,0.5658
0.2755,17.34,3.78,4560.46,0.4133
0.1544,8.9,1.5,4616.72,0.223
0.358,5.67,4.05,4135.37,0.3314
0.0836,15.81,0.28,5562.84,0.2539
0.6952,28.51,0.27,4713.14,0.5166
1.2182,21.99,2.12,4858.51,0.6947
0.0608,14.38,1.94,4261.9,0.243
0.1675,24.63,1.74,3954.52,0.3441
0.5933,11.96,2.7,3714.78,0.3918
1.2147,5.43,1.76,5285.3,0.5557
0.4178,27.93,1.06,3990.59,0.4261
0.6643,23.71,1.7,5225.19,0.5385
0.0636,27.87,5.36,4475.94,0.4924
0.2014,6.17,2.26,4539.44,0.2386
1.2828,30.11,2.45,4672.94,0.7888
1.255,23.59,3.17,4419.27,0.7404
0.0164,21.9,5.41,3751.55,0.3995
1.2378,23.74,1.33,4274.08,0.6637
0.8345,30.93,3.75,5159.34,0.7246
1.1296,22.61,3.94,5164.46,0.7512
0.5966,22.43,3.34,4215.56,0.5259
0.6751,34.72,0.49,4650.26,0.5692
0.6406,27.7,3.72,3983.62,0.5892
0.8703,18.27,0.35,4025.93,0.4581
0.1902,26.22,3.28,3557.62,0.4048
0.0487,16.68,4.07,5741.87,0.3956
0.4072,11.87,1.16,4026.77,0.2903
0.919,22.91,4.63,4068.83,0.6703
0.2704,32.85,0.17,4199.0,0.3989
0.8787,32.87,4.64,3818.52,0.7336
1.2612,15.26,2.53,5098.16,0.6748
0.1311,20.83,1.2,3687.86,0.27
0.8777,11.35,0.74,3835.51,0.4077
0.5824,34.87,5.24,5111.89,0.7331
1.1299,34.43,0.4,4349.15,0.6913
0.2385,24.49,1.1,5269.87,0.3941
0.9035,29.13,1.91,4893.56,0.6529
1.0912,26.45,3.41,4140.05,0.7121
1.2286,22.79,3.0,5127.07,0.7475
0.8914,6.6,0.69,3790.68,0.3676
0.6514,18.64,1.59,4841.03,0.4717
0.807,25.24,1.31,4592.87,0.556
1.1309,25.33,1.17,4169.68,0.6344
0.7461,16.19,2.26,5010.01,0.5109
0.0492,33.25,3.87,5678.33,0.528
1.2109,10.02,1.2,5997.26,0.602
0.8995,20.01,2.02,5019.41,0.5825
0.8827,25.73,2.15,4511.76,0.6108
0.2882,25.91,5.37,4063.02,0.5286
0.86,24.46,5.25,4142.74,0.6909
0.5181,13.26,4.4,4698.64,0.481
0.8501,9.69,1.33,4418.19,0.4297
0.1475,24.08,0.37,5784.54,0.3566
0.8586,22.98,1.74,4420.74,0.5613
1.2992,10.38,1.47,4433.61,0.5795
0.0722,26.15,2.78,4458.84,0.3858
1.2706,18.66,4.28,5591.55,0.7902
0.5349,25.03,4.72,5126.97,0.6158
1.1333,30.12,4.65,5035.42,0.8374
1.0193,10.09,1.98,4335.36,0.5055
0.7415,5.57,3.78,5544.76,0.4951
0.9626,28.37,1.72,3595.91,0.6057
1.1433,23.29,0.33,5676.99,0.6505
0.5313,25.99,3.86,4781.87,0.5779
0.4319,30.14,0.05,4495.63,0.4329
0.8712,29.08,2.25,4742.92,0.6489
1.0521,33.83,1.81,5168.54,0.7463
0.9933,21.08,3.81,3531.91,0.6261
1.0392,19.65,4.21,5678.88,0.7284
0.5719,17.06,1.67,4616.85,0.4276
1.065,9.61,4.46,4357.42,0.6065
0.1651,22.18,1.62,3845.61,0.3136
0.7124,13.31,2.45,4598.66,0.4663
0.0174,32.64,4.0,4740.81,0.4802
0.4287,22.5,3.81,4509.12,0.5037
0.4827,22.79,5.43,5196.65,0.6092
0.5211,15.65,1.24,4552.24,0.3817
0.9072,6.56,3.64,5903.54,0.5639
0.5112,5.95,3.35,4998.19,0.39
0.5888,17.7,5.03,5518.69,0.5965
0.3164,7.54,0.86,3773.39,0.2042
0.4915,23.21,4.13,4493.23,0.5401
0.3032,31.43,3.13,4342.12,0.5102
0.1044,31.49,1.51,4923.71,0.4139
0.7884,24.77,2.61,5652.78,0.6359
0.872,11.34,1.84,3695.85,0.4403
0.8091,30.89,3.19,3681.44,0.637
0.6079,31.58,4.89,5625.79,0.7206
0.4999,10.9,3.13,4032.13,0.3823
1.1237,27.12,3.47,5171.88,0.7713
0.6796,13.6,2.85,4857.2,0.4836
0.6281,29.08,0.28,5582.23,0.536
0.0431,34.92,1.28,3812.72,0.3716
0.4502,5.9,2.71,3824.46,0.3006
0.5005,31.92,1.71,4892.05,0.5455
0.5245,23.68,1.0,5865.95,0.4954
0.7584,34.2,2.77,4537.49,0.6687
0.6983,18.95,1.78,4317.36,0.4747
0.7942,30.42,1.42,5016.72,0.6174
0.9967,6.87,2.55,5826.12,0.5513
1.0588,15.06,0.73,5592.32,0.5651
0.9364,7.01,5.1,5988.71,0.6332
1.2426,34.26,4.77,3556.42,0.8517
0.0335,29.51,3.89,3782.15,0.416
0.2626,30.58,0.58,5023.67,0.425
0.0198,33.14,4.27,5551.44,0.5275
0.8452,7.55,4.44,4213.11,0.5148
1.1685,16.57,4.22,4098.03,0.6789
0.3241,7.13,0.63,5467.44,0.2624
1.2059,11.32,3.54,3640.95,0.6024
0.0877,11.88,4.59,4423.46,0.3327
1.2154,19.07,3.18,4764.52,0.7036
0.4636,13.06,3.56,4900.87,0.4401
0.1408,8.03,2.52,5321.54,0.2766
0.6368,10.02,2.91,4387.11,0.4231
0.3412,9.42,0.19,5031.71,0.2539
0.3775,34.19,3.51,4963.44,0.5954
0.4064,27.78,0.45,4869.04,0.4343
1.0459,34.03,2.39,5101.21,0.7645
0.7055,18.19,1.61,4148.62,0.4575
0.4116,13.35,3.0,3711.62,0.3586
0.7973,28.95,0.73,3798.18,0.5319
0.9338,14.79,3.8,4061.46,0.5747
0.3617,13.98,4.37,4750.49,0.44
0.5435,11.98,0.9,5601.11,0.3867
0.1672,8.89,0.57,5253.23,0.2185
0.2437,12.69,0.8,5472.6,0.2918
0.8886,15.66,4.82,4377.44,0.618
0.2441,25.22,2.91,4511.63,0.4376
0.6875,6.88,2.57,4484.2,0.4033
0.9247,11.32,0.59,3979.68,0.4222
0.1479,29.27,3.57,3653.04,0.4323
0.7418,9.41,4.77,4977.29,0.5414
0.341,15.28,4.56,5973.04,0.5006
1.2522,30.94,3.44,3917.07,0.7923
0.6338,9.65,0.41,3616.71,0.2973
1.0497,7.48,0.62,5448.83,0.4876
0.7198,19.54,0.27,4131.47,0.424
0.066,14.07,1.42,5574.11,0.2755
0.8268,21.9,0.75,5259.84,0.5398
1.2373,29.11,1.43,5864.18,0.7768
0.7861,9.11,2.12,4522.32,0.4379
1.0668,22.42,5.19,5154.92,0.7753
1.1506,20.17,3.36,4662.14,0.6956
0.3042,9.32,4.59,5076.47,0.4035
0.2835,23.72,3.91,4624.0,0.4777
0.7982,13.21,0.62,3971.58,0.4002
0.5402,19.64,4.05,4769.74,0.5326
1.0934,7.47,1.51,4821.46,0.5082
1.171,18.79,3.52,5526.51,0.7304
0.4659,14.19,1.88,5338.8,0.4069
0.3156,29.67,5.49,5159.48,0.6174
1.0169,6.71,1.45,3783.47,0.4345
0.3645,17.56,1.54,5301.54,0.3907
1.0712,18.75,5.12,4750.76,0.7265
0.5566,26.75,0.14,5735.25,0.495
0.8711,22.23,3.83,5799.68,0.6898
0.1332,25.02,3.99,3637.89,0.406
0.8148,28.31,4.6,5551.6,0.7427
0.5928,30.87,5.36,3594.24,0.6457
0.7667,14.42,5.37,4417.92,0.5915
0.2267,21.14,0.36,4855.75,0.3183
0.9606,30.2,4.52,3870.25,0.7336
1.123,34.68,3.55,5365.78,0.8465
0.2896,31.69,3.56,3520.89,0.491
0.1335,16.14,0.71,3921.5,0.2221
0.0405,10.85,3.58,4951.99,0.2937
0.8381,19.68,5.4,5285.97,0.6944
0.7932,27.25,5.02,5791.61,0.7518
0.7152,19.78,2.42,5263.74,0.5482
0.3092,19.5,0.22,5179.45,0.3375
0.5143,30.15,1.99,4485.85,0.5285
0.7769,15.84,4.55,3503.21,0.5404
0.6508,30.79,3.86,3800.4,0.6165
1.2842,17.2,2.53,4836.39,0.688
0.186,14.85,0.3,5187.82,0.2629
0.9067,18.62,2.35,4543.62,0.5658
0.5316,27.87,2.58,5326.7,0.5693
0.5624,8.78,5.11,4804.66,0.4863
0.9357,10.89,3.53,3685.44,0.517
0.9032,33.54,1.71,3980.04,0.6468
1.2887,10.26,2.89,5600.0,0.6736
0.1756,22.03,0.36,5312.28,0.3284
0.1443,22.38,5.35,5736.9,0.5203
0.9444,19.69,1.98,3793.89,0.5431
0.7561,24.34,2.63,5975.56,0.6359
0.3637,11.89,1.95,4023.52,0.3057
0.1125,21.58,3.75,3529.45,0.3571
0.1205,16.17,3.64,5993.56,0.4078
1.1635,24.85,3.93,4202.68,0.742
0.2575,9.24,1.47,5170.05,0.2787
0.4271,22.13,1.74,3941.71,0.402
0.3024,10.56,0.69,4950.57,0.2667
0.4679,13.36,3.61,5760.09,0.4802
0.0996,11.56,0.22,4300.45,0.1697
0.6796,10.49,3.29,5175.63,0.4857
0.0972,29.77,4.78,3969.76,0.4777
1.0425,13.57,4.9,5061.99,0.6777
0.3115,32.81,2.47,4341.13,0.5005
0.7066,34.1,2.53,4028.02,0.6228
1.1453,22.14,0.42,4282.96,0.5888
0.8496,9.29,3.69,3947.1,0.4931
0.6975,16.24,4.52,5754.79,0.6084
0.4284,28.93,1.35,4492.97,0.4686
0.4396,16.02,2.32,4113.2,0.3815
0.8736,7.61,4.61,4621.02,0.5465
1.2924,21.7,4.82,4301.34,0.791
0.8638,30.35,1.34,5361.05,0.6491
0.7295,28.88,3.03,5928.05,0.6793
0.9525,10.25,1.06,4595.08,0.4633
0.6101,25.18,0.56,5652.58,0.51
0.0876,11.62,5.01,4914.66,0.3653
0.7354,11.55,4.51,3893.09,0.505
1.2453,31.22,4.18,5226.56,0.8718
0.2361,12.49,0.27,4783.59,0.2409
0.9001,12.9,4.64,5126.52,0.6213
0.2692,5.02,2.41,5724.22,0.3025
0.7012,31.12,1.88,4601.09,0.5949
0.1347,28.78,3.01,5752.94,0.4877
0.591,23.82,0.5,5376.67,0.4793
0.9855,27.51,4.16,4721.51,0.7392
0.4584,9.56,3.2,5008.06,0.3997
0.8677,18.75,1.03,4313.95,0.4977
1.0361,15.54,1.04,5958.99,0.5882
1.2061,7.81,1.01,5168.38,0.5415
0.3127,19.58,0.31,3609.62,0.2797
0.5251,32.62,3.23,4316.55,0.5913
0.2066,6.2,4.62,5058.29,0.347
1.2903,13.74,0.1,3640.83,0.5241
1.2058,11.23,0.27,3559.71,0.4795
0.7065,12.14,3.15,4625.06,0.481
1.0962,32.25,4.51,4331.73,0.811
0.682,19.04,1.8,4595.75,0.4823
0.8144,18.99,1.92,4156.73,0.5094
0.125,27.82,3.28,3911.79,0.4127
0.9843,9.63,1.51,5222.86,0.5092
0.1748,19.62,0.15,4786.43,0.2789
1.0756,17.9,4.04,4000.39,0.6513
1.0188,22.91,3.44,4298.97,0.6669
0.9243,34.99,3.19,4979.52,0.7595
0.0566,28.08,4.08,3680.57,0.4137
0.401,16.94,3.71,3868.63,0.4182
0.3494,29.83,1.13,3683.11,0.4116
0.4746,10.12,1.94,5530.79,0.3846
0.1231,5.91,0.69,5381.02,0.1889
1.2187,11.13,0.71,5383.28,0.5715
0.7244,15.21,3.72,5290.81,0.5602
0.4041,20.32,4.72,5173.46,0.5371
0.5221,23.45,5.3,4692.48,0.6021
0.5869,32.32,3.46,5105.7,0.6477
0.7848,20.3,1.01,3595.9,0.456
0.6752,20.04,0.58,5053.66,0.4628
1.196,6.51,4.47,5444.69,0.6641
0.6511,6.05,3.18,4750.9,0.4179
1.2899,21.53,3.4,4393.78,0.7408
1.1083,18.15,4.3,4193.57,0.6807
0.279,30.18,3.87,5107.01,0.5495
1.2105,9.82,4.59,5232.0,0.6928
0.1601,5.75,0.31,5677.42,0.1969
1.0645,18.47,4.11,4355.84,0.6695
0.501,12.12,4.68,5424.43,0.5052
1.1426,6.49,1.57,4903.39,0.5204
1.1298,26.74,3.52,5707.09,0.7931
1.0496,8.35,1.73,4819.53,0.5102
1.0291,23.25,5.27,4794.07,0.7593
0.403,13.43,0.18,4944.69,0.3034
0.1144,10.2,3.19,5373.29,0.3136
0.5298,16.39,0.92,5911.73,0.4334
0.2338,29.04,3.92,3683.91,0.4708
0.9065,16.76,0.97,3633.59,0.4632
0.4565,27.52,1.29,5843.88,0.517
1.2685,8.76,2.72,4824.69,0.6173
0.8369,28.18,5.03,5037.26,0.7435
1.071,12.11,1.16,4706.06,0.5238
0.181,25.32,0.79,3734.14,0.3108
1.122,21.97,4.17,5420.22,0.762
1.2004,32.87,2.75,5368.06,0.8258
0.6383,16.62,5.01,4279.26,0.5522
0.7921,6.98,0.81,4265.6,0.3636
0.9966,5.57,3.55,5594.6,0.5673
0.2355,29.81,1.28,3680.89,0.3818
0.6583,20.74,0.86,5702.76,0.4997
0.5243,28.26,3.76,4141.65,0.5659
0.1988,12.03,3.27,4982.46,0.3425
0.4841,15.35,4.15,5839.99,0.525
0.0979,5.9,1.7,5195.31,0.2103
0.0433,33.84,2.46,4536.07,0.4343
0.1844,25.04,2.23,5223.84,0.4214
1.2524,33.0,5.41,4359.95,0.8993
0.7189,12.96,1.61,4193.15,0.4186
1.2559,23.34,1.62,5991.71,0.7451
0.5679,25.35,1.95,5376.98,0.538
0.4122,14.53,3.11,5111.8,0.4289
0.6629,30.44,1.39,4388.22,0.551
0.577,33.41,5.03,3622.9,0.6517
0.1463,31.55,1.46,3577.64,0.3716
0.8367,27.17,4.93,4885.45,0.725
0.2887,13.32,0.57,5405.08,0.2999
0.8093,13.45,3.61,4843.45,0.5493
0.8488,33.9,4.99,5601.96,0.8173
0.2061,5.31,0.93,3583.57,0.1461
0.0891,26.48,5.33,4416.88,0.4849
1.0172,26.19,2.49,4092.68,0.6517
0.6031,23.68,5.2,4618.18,0.6224
0.085,34.7,3.72,3680.94,0.4661
1.2934,14.36,1.66,5885.33,0.6768
0.0845,15.2,1.04,4058.14,0.2164
0.9066,7.37,1.67,5805.77,0.4951
1.2789,18.28,0.51,4564.73,0.6113
0.3185,12.83,0.79,5963.81,0.3353
0.1935,15.3,0.58,4885.15,0.2672
0.1666,30.04,2.33,5827.08,0.4866
0.4012,33.06,4.38,3513.37,0.5666
0.1403,10.57,0.78,5370.6,0.237
0.9029,16.18,0.72,5757.63,0.533
0.0904,32.86,3.54,3849.3,0.4522
0.6672,6.85,1.08,3740.31,0.3129
1.2957,7.77,0.54,4561.43,0.5274
1.06,9.88,0.92,5834.2,0.5377
0.8036,22.86,5.08,4855.97,0.6822
0.4051,9.51,4.52,4818.64,0.4233
0.8148,34.04,1.95,3852.82,0.6275
0.6899,18.4,3.61,3501.97,0.5013
0.5596,20.05,2.96,5525.35,0.5327
0.1786,12.4,3.72,3718.94,0.3053
1.1537,19.13,3.75,5084.62,0.7187
0.5902,24.86,3.46,5786.54,0.612
0.2611,27.54,1.46,4021.63,0.3904
0.4844,27.62,0.21,5163.18,0.46
0.5442,22.34,2.51,3696.75,0.4581
1.0775,32.13,4.9,5009.39,0.8455
0.9564,29.52,3.13,3909.83,0.6775
1.0024,27.71,4.58,5339.88,0.7861
0.0242,6.67,5.45,4253.08,0.2929
0.5468,5.21,0.9,4658.48,0.292
0.6309,11.37,3.8,4998.58,0.4897
0.0348,24.91,3.71,3928.18,0.3763
0.3452,17.34,5.39,5354.09,0.525
0.9908,17.07,5.42,4256.6,0.6785
0.1869,31.54,3.78,5155.93,0.5315
0.7006,31.87,1.34,3895.71,0.5533
0.2876,32.28,4.39,5220.29,0.5936
0.0256,14.42,0.59,3820.47,0.1658
0.3211,25.73,4.29,4563.39,0.5179
1.2689,13.15,5.01,4118.02,0.71
1.044,10.72,2.11,5370.94,0.5647
1.2479,10.54,3.47,4155.09,0.6267
0.6393,15.26,2.37,5704.29,0.5019
0.1516,17.9,2.41,5729.55,0.3769
0.7169,29.93,1.71,3991.1,0.559
0.5961,8.6,4.19,5034.61,0.4709
1.0992,27.05,5.15,3719.29,0.7661
0.1365,20.94,5.17,4478.84,0.4486
0.6398,13.64,0.96,5283.3,0.42
0.2036,19.78,4.81,5148.56,0.473
0.4288,14.0,4.06,5061.75,0.462
0.9612,22.88,1.39,4206.35,0.5707
0.6241,18.02,0.37,4445.06,0.3977
0.4949,9.93,1.47,3757.37,0.3011
0.5189,8.5,5.02,5297.56,0.487
0.6027,21.4,3.48,4759.72,0.5458
1.0227,32.07,3.97,5271.91,0.8048
1.1608,15.32,1.41,4122.36,0.5647
1.2424,26.99,3.96,4311.1,0.7901
1.0251,24.76,0.15,4335.54,0.5665
0.4169,32.95,2.06,3564.36,0.4882
0.8977,29.63,3.45,4352.62,0.6897
0.5745,22.0,0.8,5508.26,0.4748
0.3385,24.71,4.53,5743.25,0.5704
1.0947,31.95,1.29,4795.55,0.7094
0.0596,16.99,3.59,4638.75,0.3401
1.1733,14.8,2.23,3577.06,0.572
0.6053,5.32,3.28,5698.01,0.439
0.832,29.8,0.59,3532.53,0.5342
0.8606,29.03,0.09,5861.88,0.6114
1.1647,8.13,5.0,4723.04,0.6588
0.8313,22.31,1.48,4354.84,0.535
0.802,18.92,4.51,5810.55,0.6654
0.096,8.56,5.5,3560.98,0.3053
0.6787,34.42,1.16,4953.56,0.6042
0.2037,11.44,1.46,4872.33,0.2687
0.9613,7.02,3.65,4048.3,0.5106
0.6708,22.85,5.31,4572.22,0.6382
0.8875,27.17,5.04,5130.66,0.7545
0.0638,5.97,2.77,5317.83,0.2442
0.1194,24.76,4.37,3501.79,0.4079
0.9341,20.97,0.75,5842.13,0.5881
0.103,8.1,5.38,3911.31,0.3132
0.1019,10.18,5.3,4083.95,0.3347
0.0256,22.04,0.9,4158.68,0.2559
1.2439,13.89,1.65,3594.55,0.5656
0.9614,33.15,0.55,3807.63,0.6123
0.4657,29.56,1.49,5965.87,0.5495
0.3925,34.51,4.49,4288.04,0.6114
0.4611,12.79,2.08,3788.25,0.3387
1.0093,34.09,0.49,3767.48,0.6313
0.8632,17.94,1.88,5298.65,0.5597
0.2489,15.43,5.4,5636.42,0.4907
0.2346,6.51,3.46,4142.38,0.2795
0.1369,6.58,2.29,3552.27,0.1839
0.8618,25.76,0.92,4057.73,0.5417
0.996,18.74,5.42,3641.29,0.6698
0.3519,11.8,4.51,3758.49,0.3838
0.037,23.42,1.55,4578.77,0.3116
0.116,12.59,0.39,4074.8,0.1808
1.2585,22.33,0.31,4789.86,0.6415
0.3911,15.78,0.66,4133.73,0.3049
1.0023,29.71,3.19,5851.34,0.7731
0.8158,29.62,5.11,5764.86,0.7813
0.5027,19.32,2.73,4917.02,0.4762
0.2753,15.52,4.64,4386.06,0.4219
0.1666,15.88,2.45,4452.87,0.3146
0.8034,29.17,3.9,4529.63,0.6802
1.0093,14.85,4.03,5318.95,0.6571
0.8406,11.27,0.96,4629.1,0.4353
0.6941,7.54,1.99,5641.82,0.4362
0.0641,19.0,3.51,5860.24,0.4046
1.2594,19.46,0.39,4339.87,0.6021
1.0403,30.23,1.99,4901.74,0.7076
0.3877,11.64,2.94,3737.64,0.3355
1.2742,16.43,5.48,4001.17,0.7522
0.7864,29.25,2.61,4533.66,0.6289
